run_id,timestamp_utc,experiment_name,dataset_split,image_name,image_path,task,scale_factor,epochs,seed,model,num_layers,hidden_dim,optimizer,rank_schedule,rank_direction,scheduler,scheduler_variant,lr_aux,lr_muon,muon_momentum,muon_ns_steps,rank_floor,rank_start,rank_end,rank_warmup_steps,final_applied_rank,final_target_rank,rank_wsd_warmup_steps,rank_wsd_decay_start_step,rank_wsd_min_lr_ratio,exp_rate,log_rate,logistic_steepness,final_psnr,final_ssim,final_lpips,output_dir,predicted_image
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0801,2026-07-24T16:02:01.051477+00:00,div2k_sisr_rank_schedule_variants,valid,0801.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0801.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,26.0721435546875,0.7487161755561829,0.3827077746391296,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0801,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0801/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0802,2026-07-24T15:59:45.214768+00:00,div2k_sisr_rank_schedule_variants,valid,0802.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0802.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,31.19275283813477,0.8470360636711121,0.2006666958332061,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0802,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0802/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0803,2026-07-24T16:21:42.264482+00:00,div2k_sisr_rank_schedule_variants,valid,0803.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0803.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,33.935665130615234,0.9371004104614258,0.154974102973938,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0803,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0803/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0804,2026-07-24T15:56:38.112430+00:00,div2k_sisr_rank_schedule_variants,valid,0804.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0804.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,24.20136260986328,0.6750448346138,0.4665371477603912,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0804,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0804/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0805,2026-07-24T16:03:34.709526+00:00,div2k_sisr_rank_schedule_variants,valid,0805.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0805.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,26.647607803344727,0.7080798745155334,0.5176219940185547,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0805,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0805/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0806,2026-07-24T16:01:08.565309+00:00,div2k_sisr_rank_schedule_variants,valid,0806.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0806.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,25.581892013549805,0.7926439642906189,0.3303035795688629,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0806,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0806/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0807,2026-07-24T16:22:52.266840+00:00,div2k_sisr_rank_schedule_variants,valid,0807.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0807.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,18.956790924072266,0.4019827842712402,0.6806567311286926,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0807,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0807/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0808,2026-07-24T15:58:02.437718+00:00,div2k_sisr_rank_schedule_variants,valid,0808.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0808.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,25.0881290435791,0.7505450248718262,0.3743562400341034,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0808,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0808/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0809,2026-07-24T16:04:59.205736+00:00,div2k_sisr_rank_schedule_variants,valid,0809.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0809.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,28.76611518859864,0.774304211139679,0.3316003382205963,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0809,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0809/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0810,2026-07-24T16:02:42.219936+00:00,div2k_sisr_rank_schedule_variants,valid,0810.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0810.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,25.45650863647461,0.719672679901123,0.4583212733268738,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0810,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0810/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0811,2026-07-24T16:24:16.096156+00:00,div2k_sisr_rank_schedule_variants,valid,0811.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0811.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,26.91564178466797,0.7039328217506409,0.4955047369003296,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0811,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0811/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0812,2026-07-24T15:59:36.973635+00:00,div2k_sisr_rank_schedule_variants,valid,0812.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0812.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,24.92115974426269,0.7190373539924622,0.4413914382457733,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0812,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0812/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0813,2026-07-24T16:06:28.559410+00:00,div2k_sisr_rank_schedule_variants,valid,0813.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0813.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,27.766376495361328,0.8164710998535156,0.340047538280487,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0813,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0813/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0814,2026-07-24T16:04:04.713823+00:00,div2k_sisr_rank_schedule_variants,valid,0814.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0814.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,25.984270095825195,0.8518206477165222,0.2414475679397583,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0814,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0814/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0815,2026-07-24T16:25:39.581509+00:00,div2k_sisr_rank_schedule_variants,valid,0815.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0815.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,29.86505508422852,0.8709661364555359,0.2729338407516479,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0815,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0815/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0816,2026-07-24T16:01:01.308094+00:00,div2k_sisr_rank_schedule_variants,valid,0816.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0816.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,28.922840118408203,0.7816572189331055,0.4051505327224731,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0816,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0816/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0817,2026-07-24T16:08:02.474266+00:00,div2k_sisr_rank_schedule_variants,valid,0817.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0817.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,28.140117645263672,0.8122252821922302,0.3630796372890472,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0817,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0817/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0818,2026-07-24T16:05:39.023156+00:00,div2k_sisr_rank_schedule_variants,valid,0818.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0818.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,25.684717178344727,0.8181005120277405,0.3484243750572204,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0818,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0818/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0819,2026-07-24T16:27:03.178923+00:00,div2k_sisr_rank_schedule_variants,valid,0819.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0819.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,25.24509620666504,0.7049171328544617,0.4098681211471557,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0819,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0819/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0820,2026-07-24T16:02:24.860565+00:00,div2k_sisr_rank_schedule_variants,valid,0820.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0820.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,20.28158950805664,0.6196842789649963,0.4973613321781158,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0820,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0820/predicted_image.png
div2k_sisr_rank_schedule_variants__valid__model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42__img-0821,2026-07-24T16:09:25.105560+00:00,div2k_sisr_rank_schedule_variants,valid,0821.png,/workspace/rebut_git/data/div2k/DIV2K_valid_HR/0821.png,super_resolution,4,2000,42,finer_mlp,5,300,auto_cos_inc,cosine,increase,rank_wsd,rank_wsd,0.0003,0.002,0.95,5,64,64,256,1600,256,256,0,1600,0.1,5.0,9.0,12.0,23.75181198120117,0.7829447388648987,0.239570215344429,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0821,/workspace/rebut_git/results/div2k_sisr_rank_schedule_variants/runs/valid/model-finer_mlp-L5-H300__opt-auto_cos_inc-shape-cos-inc__sched-rank_wsd__x4__rf64-rs64-re256__rw1600-ds1600-min0p1__ep2000__lr3e-4-mlr2e-3-mom0p95-ns5__seed42/0821/predicted_image.png
